WAV(Microns),K(Extinction Coefficient),N(Refractive Index),
255.07,0.0661670138889,1.99509513889,
259.02,0.0652069444444,1.99536944444,
263.03,0.0642322916667,1.99564791667,
267.1,0.0632430555556,1.99593055556,
271.23,0.0624185758514,1.996,
275.42,0.061640247678,1.996,
279.68,0.0608489164087,1.996,
284.01,0.0600445820433,1.996,
288.4,0.0592291021672,1.996,
292.86,0.058400619195,1.996,
297.39,0.0575591331269,1.996,
301.99,0.0568243975904,1.99607981928,
306.67,0.0563075301205,1.99631475904,
311.41,0.0557840361446,1.99655271084,
316.23,0.0552517068273,1.99679467871,
321.12,0.0547116465863,1.99704016064,
326.09,0.054162751004,1.99728965863,
331.13,0.053606124498,1.99754267068,
336.25,0.0530406626506,1.9977996988,
341.45,0.0524663654618,1.99806074297,
346.74,0.0518821285141,1.99832630522,
352.1,0.0512901606426,1.99859538153,
357.55,0.050688253012,1.9988689759,
363.08,0.0500775100402,1.99914658635,
368.7,0.0494568273092,1.99942871486,
374.4,0.0488273092369,1.99971485944,
380.19,0.0481878514056,2.00000552209,
386.07,0.0475384538153,2.00030070281,
392.04,0.0468791164659,2.00060040161,
398.11,0.0462087349398,2.00090512048,
404.27,0.0456157,2.0011708,
410.52,0.0450532,2.0014208,
416.87,0.0444817,2.0016748,
423.32,0.0439012,2.0019328,
429.87,0.0433117,2.0021948,
436.52,0.0427132,2.0024608,
443.27,0.0421057,2.0027308,
450.12,0.0414892,2.0030048,
457.09,0.0408619,2.0032836,
464.16,0.0402256,2.0035664,
471.34,0.0395794,2.0038536,
478.63,0.0389233,2.0041452,
486.03,0.0382573,2.0044412,
493.55,0.0375805,2.004742,
501.19,0.0369167,2.0050119,
508.94,0.0363742,2.0050894,
516.81,0.0358233,2.0051681,
524.81,0.0352633,2.0052481,
532.93,0.0346949,2.0053293,
541.17,0.0341181,2.0054117,
549.54,0.0335322,2.0054954,
558.04,0.0329372,2.0055804,
566.67,0.0323331,2.0056667,
575.44,0.0317192,2.0057544,
584.34,0.0310962,2.0058434,
593.38,0.0304634,2.0059338,
602.56,0.0299232,2.0060128,
611.88,0.0296436,2.0060594,
621.35,0.0293595,2.00610675,
630.96,0.0290712,2.0061548,
640.72,0.0287784,2.0062036,
650.63,0.0284811,2.00625315,
660.69,0.0281793,2.00630345,
670.91,0.0278727,2.00635455,
681.29,0.0275613,2.00640645,
691.83,0.0272451,2.00645915,
702.53,0.0269241,2.00651265,
713.4,0.026598,2.006567,
724.44,0.0262668,2.0066222,
735.64,0.0259308,2.0066782,
747.02,0.0255894,2.0067351,
758.58,0.0252426,2.0067929,
770.31,0.0248907,2.00685155,
782.23,0.0245331,2.00691115,
794.33,0.0241701,2.00697165,
