WAV(Microns),K(Extinction Coefficient),N(Refractive Index),
2.6303,0.0734963072762,0.290012590802,
2.671,0.0900319989949,0.23676607654,
2.7123,0.12849338127,0.165747233684,
2.7542,0.220479311781,0.0963490154874,
2.7968,0.338765301799,0.0623445019803,
2.8401,0.482510056963,0.0432467712948,
2.884,0.701689457469,0.0288485653433,
2.9286,0.99557066332,0.019214682876,
2.9739,1.10270901829,0.0169908095222,
3.0199,1.11082446989,0.0169200152084,
3.0667,0.753820624214,0.02713136954,
3.1141,0.278611392951,0.0789661719191,
3.1623,0.0676818581678,0.335903206313,
3.2112,0.0576388283918,0.399961647352,
3.2609,0.0643290052436,0.358977979993,
3.3113,0.0785377372992,0.293746161598,
3.3625,0.102300511619,0.225340305247,
3.4146,0.145137949693,0.158757059939,
3.4674,0.206245833763,0.111668787489,
3.521,0.267136823357,0.0861691859622,
3.5755,0.312192418312,0.0737645423223,
3.6308,0.338725235676,0.0681057906634,
3.6869,0.361015292641,0.064013270274,
3.744,0.38226106612,0.0605758681428,
3.8019,0.408227942982,0.0567901932821,
3.8607,0.435342038873,0.0532927909308,
3.9204,0.459972300145,0.0504962414412,
3.9811,0.483731534067,0.0480707926415,
4.0427,0.505169419671,0.0460783057232,
4.1052,0.526081628637,0.0442816481978,
4.1687,0.545696222225,0.0427091972772,
4.2332,0.565310089168,0.041210802284,
4.2987,0.585624539137,0.0397614709746,
4.3652,0.605810287502,0.0384172088983,
4.4327,0.623863958197,0.0372894516045,
4.5012,0.637445517055,0.0365229652218,
4.5709,0.64434183665,0.0362115266726,
4.6416,0.652838297455,0.035819996462,
